v7b_interval_id,samegroup,r500,r1000,r2000,exp500,exp1000
28,0.6709999999999999,0.265125,0.2941739130434783,0.29516363636363635,0.3538684534323409,0.32723855131299917
29,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA
31,0.2615,0.29628571428571426,0.1591219512195122,0.26394736842105265,0.21342572846565327,0.22527826321135228
32,0.55,0.203875,0.24174358974358975,0.2823030303030303,0.23791567259905091,0.24309544517390919
33,0.19560000000000002,0.10124999999999999,0.1736521739130435,0.24861111111111112,0.15672778050036842,0.19167086853777107
34,0.15342857142857141,0.11522222222222221,0.21074418604651163,0.22931506849315067,0.1705579622742082,0.19273490531774584
35,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA
38,1,0.4086666666666667,0.3662666666666667,0.35828571428571426,0.3949653252275449,0.3651286963852875
39,0.026,0.28109090909090906,0.17565,0.2215774647887324,0.2044982707661245,0.2219608283885731
40,NA,NA,NA,NA,NA,NA
41,0.04275,0.088,0.15091304347826087,0.2581728395061728,0.1582049905264851,0.19495837142553732
42,0.5105714285714286,0.2008888888888889,0.24980952380952381,0.3167354838709677,0.2837484048991629,0.2861906712299167
43,0.706,0.3741,0.30630555555555555,0.2905106382978723,0.3518329225077301,0.3075033659446201
44,0.15228571428571427,0.3009090909090909,0.34775757575757577,0.36419718309859156,0.29174984097045786,0.3302843841976679
45,0.0625,0.11510344827586207,0.1533142857142857,0.2585818181818182,0.14313091517647525,0.19119680965723806
46,0.0029999999999999996,0.1483448275862069,0.1555238095238095,0.1309917355371901,0.11790981220824306,0.13153623906608775
47,0.062,0.11503448275862069,0.15325714285714284,0.2585454545454545,0.1430233603240527,0.1911340519024723
48,0.5145,0.626,0.4132105263157895,0.36875,0.44975334299507247,0.3945343212395399
49,0.644,0.4719047619047619,0.37533333333333335,0.29147945205479453,0.3943591042171566,0.3529161916289585
50,0.26080000000000003,0.1956923076923077,0.35135135135135137,0.3101684210526316,0.30091580210802865,0.3134041071396518
51,NA,NA,NA,NA,NA,NA
52,0.05433333333333333,0.23957142857142855,0.1595,0.24717460317460316,0.16889501297358955,0.19522578003510727
53,0.15228571428571427,0.3009090909090909,0.34775757575757577,0.36419718309859156,0.29174984097045786,0.3302843841976679
54,0.2152,0.2152,0.22819047619047617,0.18056140350877192,0.19515501311622233,0.22040620103919223
55,NA,0.18939130434782608,0.22354285714285713,0.3010277777777778,0.24076909590305268,0.2506589115504606
56,0.6679999999999999,0.4577777777777778,0.4501538461538462,0.3744,0.45327040663717594,0.3955707712776172
57,0.902,0.6473333333333333,0.6634285714285714,0.5140377358490567,0.6109334783341027,0.503245862939948
58,0.013714285714285714,0.2127272727272727,0.31836363636363635,0.3505352112676056,0.23006180374834037,0.30026754391160304
59,0.009333333333333332,0.21347368421052632,0.26125,0.3116521739130435,0.21905849538325245,0.26440813942989794
60,NA,NA,NA,NA,NA,NA
61,0.43566666666666665,0.1873,0.28168421052631576,0.31913978494623657,0.2806626013783983,0.3044607316085283
62,0.06222222222222222,0.10764705882352942,0.12491803278688525,0.11461666666666667,0.10979813455470139,0.1193022030890993
63,0.06466666666666666,0.16215384615384615,0.1426875,0.12861111111111112,0.14737281911521977,0.13858780266756948
64,0.7193333333333333,0.29054545454545455,0.215125,0.20115789473684212,0.24634131407275556,0.21598865145715093
65,NA,NA,NA,NA,NA,NA
66,0.0115,0.07866666666666666,0.13233333333333333,0.17391428571428572,0.1326046789387968,0.1660002142136874
67,0.003111111111111111,0.03353846153846154,0.175,0.17970700636942674,0.12988697060118742,0.17299829463577587
68,0.007200000000000001,0.3025294117647059,0.28624,0.2244635761589404,0.22204671211809038,0.2409225578467496
69,0.12040000000000001,0.3774545454545455,0.3736315789473684,0.278768,0.2954001258726035,0.312991596086961
70,0.3995,0.352,0.3552272727272727,0.41037894736842107,0.37734962053430915,0.3758484343680202
71,0.6719999999999999,0.2776363636363636,0.21216666666666667,0.19966315789473685,0.23871187135709007,0.2124613087127882
72,0.4686666666666667,0.3649375,0.247625,0.22269565217391304,0.2863605564214467,0.25153998731774174
73,0.008,0.36247619047619045,0.27040000000000003,0.289021897810219,0.2736915354246687,0.28953952855544907
74,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA
77,0.1216,0.378,0.37394736842105264,0.278864,0.2958999194971829,0.31324030421353083
78,0.08325,0.2677777777777778,0.3337837837837838,0.2878434782608696,0.27082027797765584,0.2913778432775329
79,0.011666666666666665,0.06699999999999999,0.1007027027027027,0.24513402061855669,0.12304052010120108,0.17888704140053616
80,0,0.21878048780487805,0.25719444444444445,0.321379746835443,0.24388339772048015,0.2788325268655544
81,0.251,0.17872727272727273,0.26549152542372884,0.2953529411764706,0.2695651049549019,0.2838516986071922
82,0,0.04133333333333333,0.27604,0.36373684210526314,0.25110546955642105,0.31968726726257235
83,0.014666666666666666,0.17103703703703702,0.30366666666666664,0.36216363636363635,0.24712386898857303,0.31170598672927324
84,0.13599999999999998,0.060864864864864865,0.07347540983606557,0.13292307692307692,0.10089538914895844,0.1158376157585775
85,0.592,0.157,0.13634782608695653,0.17644444444444443,0.21889064617630935,0.17820245048248942
86,0.33499999999999996,0.34425,0.4071153846153846,0.4061848739495798,0.3920293181791411,0.3929877123834269
87,0.21133333333333332,0.4032941176470588,0.32685714285714285,0.25135714285714283,0.3020160334309853,0.29639792312827135
88,NA,NA,NA,NA,NA,NA
89,NA,NA,NA,NA,NA,NA
90,NA,NA,NA,NA,NA,NA
91,NA,NA,NA,NA,NA,NA
92,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,NA,NA
94,0.1216,0.378,0.37394736842105264,0.278864,0.2958999194971829,0.31324030421353083
95,0.08325,0.2677777777777778,0.3337837837837838,0.2878434782608696,0.27082027797765584,0.2913778432775329
96,0.42,0.5218461538461538,0.46825806451612906,0.35113274336283185,0.42789872555183667,0.3985132957742488
97,0.02457142857142857,0.10851428571428572,0.1007027027027027,0.23717514124293784,0.13647566434170882,0.18434251651785263
98,0,0.2375151515151515,0.2536986301369863,0.31758536585365854,0.24542378875749332,0.27893560957227737
99,0.3453333333333333,0.2788421052631579,0.2613877551020408,0.30372649572649574,0.24260871864241132,0.2738252171071392
100,NA,NA,NA,NA,NA,NA
101,0.014888888888888887,0.14061538461538461,0.3037037037037037,0.366625,0.22840820525035985,0.3059429955342895
102,0.05133333333333333,0.2829375,0.39282142857142854,0.3569344262295082,0.3032782414466806,0.34451567268235206
103,0.07146666666666666,0.36651428571428574,0.21108910891089108,0.17653246753246754,0.21159675847639672,0.20974914167729672
104,0.156,0.3183225806451613,0.26922105263157897,0.22447682119205298,0.2565508206558473,0.24849845385485964
105,NA,NA,NA,NA,NA,NA
106,NA,NA,NA,NA,NA,NA
107,0.4751111111111111,0.3529629629629629,0.41876315789473684,0.35123893805309736,0.351114362738841,0.36705133794028044
108,0.402,0.212,0.1875294117647059,0.15848,0.16688227140828346,0.15429979292318838
109,0.00525,0.26437037037037037,0.1657752808988764,0.17272592592592592,0.1655352979076802,0.17779052468350823
110,0.016666666666666666,0.04659259259259259,0.10246808510638297,0.12257407407407407,0.0811728712204411,0.10589834022926711
111,0.001,0.06367567567567568,0.1794,0.24338860103626941,0.12572534249590392,0.18091968367189457
112,0.011666666666666665,0.06699999999999999,0.11362162162162162,0.24513402061855669,0.12368577040748709,0.1791292817640449
113,0,0.2375151515151515,0.22642857142857142,0.32318709677419355,0.2603761372937885,0.28440596964978715
114,0.25666666666666665,0.4391428571428571,0.29453125,0.2921621621621622,0.3118230539844508,0.30066453806345417
115,0.1628,0.18234782608695652,0.13216,0.1841604938271605,0.15685557245946968,0.17334130120744262
116,0.10566666666666666,0.15323529411764705,0.15593023255813954,0.18236144578313254,0.15982443511294875,0.18811286436463276
117,0,0,0.08199999999999999,0.14953846153846154,0.09211525572854673,0.15605967263447296
118,0.21560000000000001,0.11,0.24125,0.16137931034482758,0.18323526795702885,0.17453000089263135
119,0.6806666666666666,0.46499999999999997,0.542,0.4535813953488372,0.5260270646214161,0.4836243629813992
120,0.03333333333333333,0.25366666666666665,0.38853061224489793,0.34219148936170213,0.31944256911835667,0.3340013724453847
121,0.01,0.0057777777777777775,0.19097297297297297,0.20752112676056336,0.1532484227476429,0.194801608040624
122,0.03866666666666666,0.11218181818181819,0.18377777777777776,0.2511875,0.1692958582220028,0.20954391420503257
123,0.0016,0.06723809523809524,0.1584102564102564,0.223943661971831,0.13210199865604128,0.176105470805597
124,0.01633333333333333,0.1262,0.21213953488372092,0.21647222222222223,0.152892672795343,0.18032058277236043
125,0.10114285714285713,0.039047619047619046,0.10675675675675676,0.1483404255319149,0.09345475511032858,0.1169288526869099
126,0.00725,0.11283333333333333,0.11441095890410959,0.11892121212121212,0.11090436510090391,0.12309493068439394
127,0.03181818181818182,0.1177,0.1185531914893617,0.13323560209424085,0.122313517955823,0.13097685410891702
128,0.12875,0.0696,0.13286486486486487,0.12752592592592593,0.112118738420245,0.12361132097978726
129,NA,NA,NA,NA,NA,NA
130,0.9826666666666667,0.5626666666666666,0.5227692307692308,0.3855058823529412,0.5366291647732514,0.425753857572067
131,0.98,0.6733333333333333,0.7844,0.44264406779661014,0.6465297458440551,0.49758094266714065
132,NA,NA,NA,NA,NA,NA
133,0.505,0.29563636363636364,0.3111,0.2995259259259259,0.30856296010339246,0.3075806767984747
134,0.251,0.15613333333333335,0.282875,0.30372649572649574,0.2556535119275165,0.2790060527680283
135,0,0.04133333333333333,0.3146909090909091,0.36373684210526314,0.24152937724439363,0.31719175558635226
136,0.06533333333333333,0.16230769230769232,0.14278125,0.12865277777777778,0.1475502923846299,0.1386800069019231
137,0.2585,0.1976,0.13596363636363637,0.1363529411764706,0.15783468413483923,0.14179870138224976
138,0.098,NA,0.04466666666666667,0.21355555555555555,0.14076219066758086,0.17530406124006193
139,0.22333333333333333,0.11,0.2964,0.16613333333333333,0.20179989045938507,0.18738637216697213
140,0.5016666666666667,0.5265882352941177,0.4555,0.41458823529411765,0.4461842228592433,0.4214032501789575
141,0.014,0.4308695652173913,0.3615333333333333,0.30781954887218044,0.34658310886661936,0.3338877808416865
142,0.1037142857142857,0.0935,0.3452857142857143,0.2787596899224806,0.2650873650016436,0.2897346583755062
143,0.3393333333333333,0.17858064516129032,0.10070454545454545,0.1154090909090909,0.15528237763485114,0.13436660997712152
144,0.34199999999999997,0.19139130434782609,0.11962162162162163,0.13332903225806453,0.13541551327063275,0.13405201934706346
145,NA,NA,NA,NA,NA,NA
146,NA,NA,NA,NA,NA,NA
147,0.392,0.28775,0.23377272727272727,0.17301785714285714,0.2415223722130403,0.20563999451852916
148,0.2865,0.232,0.221875,0.14605797101449275,0.19620975607235647,0.16782983084684155
149,0.32111111111111107,0.30638095238095236,0.3545142857142857,0.278848,0.3288274169424249,0.3179957045924872
150,0.27266666666666667,0.3432903225806452,0.3435844155844156,0.28787826086956525,0.31173581564319275,0.30668863440421346
151,0.023428571428571427,0.10828571428571428,0.1005945945945946,0.23712994350282487,0.1362365599533721,0.18422419852686234
152,0.014,0.2968,0.30507462686567166,0.2329846153846154,0.27178384896699825,0.2555855247595326
153,0.007333333333333333,0.17589473684210524,0.21583783783783786,0.19764285714285715,0.19239599978135966,0.20542729244208233
154,NA,NA,NA,NA,NA,NA
155,0.224,0.04285714285714286,0.11008333333333332,0.17039024390243904,0.11554933356058748,0.13388590620911373
156,0.337,0.4225,0.19165217391304348,0.15417142857142857,0.23986125879289444,0.20097009072276434
157,NA,0.0515,0.15254545454545454,0.19175,0.13099515508433784,0.15887866597996708
158,0.469,0.4179047619047619,0.3771707317073171,0.3542549019607843,0.38859576614374297,0.3603702335430499
159,0.019666666666666666,0.30278260869565216,0.28478125,0.2000983606557377,0.24938405829144594,0.23569731900977522
160,NA,NA,NA,NA,NA,NA
161,0.246,0.012,0.21955555555555553,0.2028,0.18406751653370196,0.19201803387533947
162,NA,0.046,0.30228571428571427,0.18814285714285714,0.2027909976945496,0.19601236797996535
163,0.36725,0.30672727272727274,0.21883720930232559,0.1738909090909091,0.22366553049200044,0.19905864142245516
164,0.5413333333333333,0.2165,0.2772608695652174,0.28809090909090906,0.3157063827920052,0.30964418291156615
165,0.549,0.156,0.2211320754716981,0.30154166666666665,0.24983931593188796,0.2745154854842619
166,0.011666666666666665,0.06699999999999999,0.1007027027027027,0.24513402061855669,0.12304052010120108,0.17888704140053616
167,0,0.2693793103448276,0.25719444444444445,0.321379746835443,0.24362942896928433,0.2786389506948812
168,0.25,0.17854545454545453,0.2654237288135593,0.2953235294117647,0.2694000760151435,0.2837735745722992
169,0.15628571428571428,0.057428571428571426,0.11718918918918919,0.1565531914893617,0.11400981796386174,0.12937641607849484
170,0.4851111111111111,0.2980769230769231,0.2518904109589041,0.2003875968992248,0.2715965995170679,0.2309506099012272
171,0.6530769230769231,0.6402962962962963,0.39825454545454547,0.25452,0.43490333795625435,0.33620248620471416
172,0.023714285714285712,0.0956,0.1871891891891892,0.24291176470588235,0.1595443059962964,0.2058670929295188
173,0.002,0.12457142857142857,0.17263829787234042,0.24256410256410257,0.16016818560111695,0.19972553967979104
174,0.011666666666666665,0.06699999999999999,0.11362162162162162,0.24513402061855669,0.12368577040748709,0.1791292817640449
175,0.20199999999999999,0.1585294117647059,0.22492753623188405,0.3209806451612903,0.24721806225075113,0.2813570726227115
176,0.251,0.17872727272727273,0.26549152542372884,0.2953529411764706,0.2695651049549019,0.2838516986071922
177,0,0.04133333333333333,0.3146909090909091,0.36373684210526314,0.24912277894081591,0.3191494642960386
178,0.014888888888888887,0.14061538461538461,0.3037037037037037,0.366625,0.22840820525035985,0.3059429955342895
179,0.019,0.33784000000000003,0.36870588235294116,0.36308799999999997,0.32545756421421695,0.35675141589362463
180,0.933,0.45986666666666665,0.32645833333333335,0.19965765765765767,0.4137372376543769,0.2933200059200497
181,0.5005,0.375,0.3061632653061224,0.2561086956521739,0.3402493457933742,0.29379453837824765
182,0.6146666666666667,0.3108235294117647,0.3383333333333333,0.21184444444444445,0.34979315571756436,0.2791916275741535
183,NA,NA,NA,NA,NA,NA
184,NA,NA,NA,NA,NA,NA
185,0.023600000000000003,0.16426086956521738,0.17158823529411765,0.2361875,0.15186430371362697,0.21478670489968138
186,NA,NA,NA,NA,NA,NA
187,0.0216,0.07022222222222221,0.14389285714285716,0.1721375,0.13145633204639023,0.1697945796386426
188,0.03333333333333333,0.02857142857142857,0.17308196721311475,0.20308536585365855,0.14652702848792404,0.19137929940670312
189,0.0036363636363636364,0.0036363636363636364,0.12816438356164384,0.21505142857142856,0.12047901649337418,0.18080583660221838
190,0.038,0.20581818181818182,0.2979047619047619,0.273025,0.2193434334690881,0.24544049739774151
191,NA,NA,NA,NA,NA,NA
192,NA,NA,NA,NA,NA,NA
193,NA,NA,NA,NA,NA,NA
194,NA,NA,NA,NA,NA,NA
195,0.43,0.15256,0.1194516129032258,0.14378861788617886,0.14784502535177182,0.13857038561845297
196,0.0075,0.0295,0.14346938775510204,0.19724324324324324,0.1144532382301617,0.15685066669073816
197,0.0216,0.33254545454545453,0.3476315789473684,0.270864,0.2542504507822336,0.292514626999377
198,0.08800000000000001,0.28980645161290325,0.2599157894736842,0.2186225165562914,0.23940143907634404,0.23878525598808395
199,0.2182222222222222,0.34064,0.3412857142857143,0.27144,0.3029077472184177,0.3028470306443056
200,0.19549999999999998,0.33072222222222225,0.325,0.2798260869565217,0.33337797271381836,0.30709750695383153
201,0.3724444444444444,0.29876190476190473,0.3681492537313433,0.34306194690265485,0.33689215960746377,0.35565120877335443
202,0.007333333333333333,0.5386666666666666,0.5159069767441861,0.392253164556962,0.44293285637033314,0.43648600415672084
203,0.8776,0.54272,0.5861739130434783,0.4483958333333333,0.5380885956380635,0.48113954251749647
204,0.491,0.3722857142857143,0.3053877551020408,0.25569565217391305,0.33819004039245343,0.2927882806667534
205,0.616,0.37685714285714284,0.3206842105263158,0.20789130434782607,0.31157138570020687,0.26836356487059726
206,0.7923333333333333,0.4036,0.308875,0.19205405405405407,0.36727601130558324,0.2711406752281725
207,0.36725,0.30672727272727274,0.21386363636363637,0.17125,0.22813464210041456,0.20091585314434135
208,0.21888888888888888,0.2941052631578947,0.3411636363636364,0.2870291262135922,0.29558898855851906,0.3001953782345674
209,0.804,0.5423333333333333,0.34302439024390247,0.2542337662337662,0.3781268816877806,0.30285733831690403
210,NA,NA,NA,NA,NA,NA
211,0.0216,0.12085714285714286,0.14389285714285716,0.1721375,0.13219719767298557,0.16978530616932422
212,NA,0.0496875,0.134375,0.24253932584269663,0.139764289205578,0.18791336868392547
213,0.0036363636363636364,0.0315,0.12816438356164384,0.21505142857142856,0.12044668596784278,0.18019245613135088
214,0.06076923076923077,0.06076923076923077,0.25116666666666665,0.2956083916083916,0.2020966194757813,0.263097556285233
215,0.6112,0.28095238095238095,0.27551351351351355,0.29123809523809524,0.310640233484995,0.2828527792396204
216,0.05955555555555555,0.16097435897435897,0.13722388059701493,0.12829166666666666,0.15209769123959266,0.13857818181732717
217,0.12276923076923077,0.1544848484848485,0.18243478260869567,0.13040366972477066,0.1470007690822222,0.14034630499739983
218,0.2858181818181818,0.19615384615384615,0.20684,0.164078125,0.20368303769961435,0.1854119458463334
219,0.2824,0.2477894736842105,0.30122807017543857,0.16633103448275863,0.2409773415315886,0.2172081388519003
220,0.2955,0.31642857142857145,0.2894285714285714,0.24719565217391304,0.29581170293140047,0.2720805561828457
221,0.6143333333333333,0.31070588235294117,0.3382857142857143,0.21182222222222222,0.34968875784575143,0.27913753435313704
222,NA,NA,NA,NA,NA,NA
223,0.01,0.11366666666666667,0.14922222222222223,0.17752,0.13544150236874944,0.15129233903718414
224,0.1995,0.16741176470588234,0.1943720930232558,0.26125333333333334,0.20368804151359593,0.23790822394870242
225,NA,NA,NA,NA,NA,NA
226,0.007,0.10744827586206897,0.14697142857142856,0.2545454545454545,0.13119232655757376,0.18423069887823626
227,0.0216,0.0632,0.14389285714285716,0.1721375,0.13187982167571013,0.16969184734315035
228,NA,NA,NA,NA,NA,NA
229,0.0038181818181818182,0.0038181818181818182,0.1281917808219178,0.21506285714285714,0.12054277450577797,0.18083631189165497
230,0.06107692307692308,0.06107692307692308,0.25122222222222224,0.29563636363636364,0.20222505272621952,0.2631647364780695
231,0.3353333333333333,0.17780645161290323,0.10043181818181818,0.11522727272727272,0.15455950814970287,0.13398788001849063
232,NA,NA,NA,NA,NA,NA
233,NA,NA,NA,NA,NA,NA
234,0.37218181818181817,NA,NA,NA,NA,NA
235,0.085,0.23336842105263156,0.24904,0.3683010752688172,0.2676150116381593,0.3244958014612812
236,0.0804,0.09599999999999999,0.2278048780487805,0.21486,0.17639221409516567,0.19332319161244682
237,NA,NA,NA,NA,NA,NA
238,0.15057142857142855,0.31886666666666663,0.4177777777777778,0.2954909090909091,0.3123350891847033,0.31324883450246677
239,0.21127272727272728,0.25866666666666666,0.3378,0.30906796116504853,0.2765045676134245,0.29304372337747586
240,0.16799999999999998,0.07636363636363637,0.1308735632183908,0.24375661375661375,0.15753464297583814,0.1958358090208983
241,0.6534285714285714,0.2564444444444444,0.26171428571428573,0.32318709677419355,0.3159316835285651,0.30212218121514617
242,0.08475,0.141,0.152,0.12818181818181817,0.12518965190278686,0.13092489057066173
243,NA,NA,NA,NA,NA,NA
244,0.346,0.25070588235294117,0.24721311475409835,0.28406666666666663,0.25794990697318365,0.268399545489434
245,0.6613333333333333,0.266375,0.34458064516129033,0.2681290322580645,0.3475403482158477,0.30850684233213926
246,0.5653333333333334,0.15066666666666667,0.18686486486486487,0.24273529411764705,0.22260012256289036,0.2262975746785698
247,0.372,0.12348148148148147,0.16808510638297872,0.22882191780821917,0.18532846409048842,0.20367500336325323
248,0.13,0.19462857142857143,0.21526923076923077,0.2665365853658537,0.20788513805597522,0.25663019273810034
249,0.18925,0.165,0.19246511627906976,0.26016,0.20018586195631471,0.23588831479192765
250,0.007200000000000001,0.21225,0.3372903225806452,0.31576470588235295,0.22365344702486434,0.2625070863580238
251,NA,NA,NA,NA,NA,NA
252,0.028,0.09855172413793103,0.1495217391304348,0.24948387096774194,0.12588350274106824,0.17613424541472059
253,NA,NA,NA,NA,NA,NA
254,NA,NA,NA,NA,NA,NA
255,NA,NA,NA,NA,NA,NA
256,0.306,0.1821,0.12716666666666668,0.12314685314685316,0.14259582823045186,0.12599169127153836
257,0.0705,0.2303157894736842,0.24788000000000002,0.3676774193548387,0.26499630168825133,0.32322956498170785
258,NA,NA,NA,NA,NA,NA
259,0.062,0.19357894736842104,0.1726829268292683,0.21442603550295858,0.16592751597609798,0.2005087491345296
260,0.007600000000000001,0.36238095238095236,0.2703764705882353,0.289007299270073,0.27790661456226434,0.29158487746439976
261,0.2644444444444444,0.4272727272727273,0.32753623188405795,0.27907692307692306,0.3332114982493932,0.31196344520895153
262,NA,NA,NA,NA,NA,NA
263,NA,NA,NA,NA,NA,NA
264,0.485,0.41383333333333333,0.46827586206896554,0.42609174311926606,0.4661480426195737,0.43116399324268084
265,NA,NA,NA,NA,NA,NA
266,NA,NA,NA,NA,NA,NA
267,0.27688888888888885,0.23454545454545453,0.12947058823529412,0.17851282051282052,0.1842073690473624,0.17544526173338482
268,0.020333333333333332,0.30295652173913046,0.28484375,0.2001311475409836,0.24953371210428063,0.23577186046940612
269,0.038,0.20581818181818182,0.2979047619047619,0.273025,0.2193434334690881,0.24544049739774151
270,0.397,0.22499999999999998,0.29375,0.20133333333333334,0.28418763836374406,0.24257599043837916
271,0.1057142857142857,0.09525,0.3455357142857143,0.27886821705426357,0.2656772606200817,0.290012894050114
272,0.0176,0.26226666666666665,0.4132105263157895,0.36342528735632185,0.3082606403035366,0.34369229179004845
273,0.002,0.3950769230769231,0.3487619047619048,0.31005333333333335,0.31510114657463084,0.3247140332005754
274,0.06485714285714285,0.26442105263157895,0.21961538461538463,0.29928735632183906,0.2182310545442202,0.2711507818962871
275,0.2175,0.19978947368421052,0.19772093023255816,0.2855813953488372,0.21959447554602504,0.24962423370351638
276,0.15114285714285713,0.20266666666666666,0.3446451612903226,0.26061971830985914,0.2614565197772922,0.27979374900012705
277,0.023428571428571427,0.09546666666666667,0.18713513513513513,0.24288235294117647,0.15943757297648584,0.20580641952264667
278,NA,NA,NA,NA,NA,NA
279,0.154,0.13999999999999999,0.20234782608695653,0.2293698630136986,0.17293313735115942,0.19351866111783705
280,0.17057142857142857,0.32353333333333334,0.42088888888888887,0.29676363636363634,0.31786579337537324,0.3160329693827286
281,0.19927272727272727,0.2228235294117647,0.30716666666666664,0.3077864077669903,0.2788278289431492,0.2918049497178223
282,0.038,0.035,0.12041379310344828,0.2090414201183432,0.138271574995137,0.18502140454482846
283,0.046,0.08973333333333333,0.18725,0.24584415584415584,0.15653403215333694,0.1930777313396143
284,0.15428571428571428,0.12,0.2023913043478261,0.23007692307692307,0.170054669045791,0.1924852397586745
285,0.001,0.0442,0.1794,0.24338860103626941,0.12606407402894723,0.18146442358309806
286,0.024285714285714285,0.07473684210526316,0.10067567567567567,0.2501808510638298,0.1240279842044832,0.1789082142619256
287,0.09466666666666666,0.13958823529411765,0.21559420289855072,0.3168258064516129,0.23137664378179576,0.27329216563296743
288,0.028,0.3186086956521739,0.17797014925373134,0.18446451612903225,0.22470762774064199,0.2111450648408253
289,NA,NA,NA,NA,NA,NA
290,0.09799999999999999,0.050111111111111106,0.1007027027027027,0.2238372093023256,0.11840724250536822,0.1738669452539023
291,0.09649999999999999,0.1633939393939394,0.22486956521739132,0.29913698630136987,0.2314877870588734,0.2730735633026563
292,0.078,0.1188,0.18466666666666667,0.268,0.17791745768029815,0.21350091677075975
293,4e-4,0.085625,0.16691666666666666,0.23316883116883116,0.11711209798172197,0.16880043396280026
294,0.5956,0.3554,0.36526315789473685,0.34619512195121954,0.3980594495035136,0.38746742743102675
295,0.19033333333333333,0.30917241379310345,0.33075324675324674,0.2792869565217391,0.28289790654385893,0.28976423505753834
296,0.18066666666666667,0.19675,0.1674074074074074,0.22679069767441862,0.20984755176452,0.20915846516959183
297,NA,NA,NA,NA,NA,NA
298,0.0176,0.26226666666666665,0.4132105263157895,0.36342528735632185,0.3082606403035366,0.34369229179004845
299,0.0016666666666666666,0.338,0.3487142857142857,0.291575,0.2763816859949548,0.31298175772791537
300,0.062285714285714285,0.2634736842105263,0.21926923076923077,0.29908045977011494,0.217483787463546,0.2707467334813293
301,0.12766666666666665,0.26141176470588234,0.19190697674418605,0.2813111111111111,0.2186877464140617,0.25181174574626625
302,0.031142857142857142,0.14666666666666667,0.3175483870967742,0.2487887323943662,0.2134081429257973,0.2530461981547735
303,0.034,0.09353846153846154,0.26271428571428573,0.21805263157894736,0.2538588542567401,0.24097254921940497
304,0.046,0.11533333333333333,0.18725,0.24861111111111112,0.15703058222103075,0.19239876593849511
305,0.03822222222222222,0.2314736842105263,0.19404444444444444,0.2542298850574713,0.17733040039755413,0.21031723920373602
306,0.17766666666666667,0.17047619047619048,0.26311111111111113,0.2596385542168675,0.22047002699653545,0.2361103674576128
307,0.5924,0.3283333333333333,0.28786666666666666,0.1577391304347826,0.2059338223103327,0.18191959505364427
308,0.41400000000000003,NA,0.17507692307692307,0.21212244897959184,0.1597537564981193,0.1750477522462027
309,0.013333333333333332,0.223875,0.20138461538461538,0.27297777777777776,0.20864622620360307,0.24095526109439735
310,0.41133333333333333,0.27253846153846156,0.2427945205479452,0.19524031007751938,0.24792824092248064,0.21982345469830483
311,NA,NA,NA,NA,NA,NA
